metro_code,areaname,state_alpha,2017,2018,2019,2020,2021,"city, state"
METRO31900M31900,Mansfield,OH,512,523,516,528,557,"Mansfield, OH"
METRO15940M15940,Canton,OH,576,539,586,579,570,"Canton, OH"
METRO15940M15940,Massillon,OH,576,539,586,579,570,"Massillon, OH"
METRO10420M10420,Akron,OH,594,629,623,659,664,"Akron, OH"
METRO49660M49660,Youngstown,OH,547,555,544,557,585,"Youngstown, OH"
METRO49660M49660,Warren,OH,547,555,544,557,585,"Warren, OH"
METRO49660M49660,Boardman,OH,547,555,544,557,585,"Boardman, OH"
METRO18140N39159,Union County,OH,657,668,703,751,820,"Union County, OH"
METRO17140M17140,Cincinnati,OH,613,643,670,658,698,"Cincinnati, OH"
METRO45780M45780,Toledo,OH,559,557,560,592,613,"Toledo, OH"
METRO30020M30020,Lawton,OK,560,558,562,575,582,"Lawton, OK"
METRO30020N40033,Cotton County,OK,589,607,611,603,562,"Cotton County, OK"
METRO36420N40051,Grady County,OK,524,528,529,530,559,"Grady County, OK"
METRO22900N40079,Le Flore County,OK,540,551,552,545,580,"Le Flore County, OK"
METRO36420N40081,Lincoln County,OK,562,545,529,527,595,"Lincoln County, OK"
METRO36420M36420,Oklahoma City,OK,630,669,689,724,738,"Oklahoma City, OK"
METRO46140N40111,Okmulgee County,OK,589,589,557,521,552,"Okmulgee County, OK"
METRO46140N40117,Pawnee County,OK,567,561,564,533,566,"Pawnee County, OK"
METRO22900M22900,Fort Smith,OK,511,524,529,521,552,"Fort Smith, OK"
METRO46140M46140,Tulsa,OK,630,649,669,696,697,"Tulsa, OK"
METRO18700M18700,Corvallis,OR,750,801,886,991,1031,"Corvallis, OR"
METRO13460M13460,Bend,OR,733,806,884,986,1042,"Bend, OR"
METRO13460M13460,Redmond,OR,733,806,884,986,1042,"Redmond, OR"
METRO32780M32780,Medford,OR,649,676,747,792,788,"Medford, OR"
METRO24420M24420,Grants Pass,OR,626,697,722,812,839,"Grants Pass, OR"
METRO21660M21660,Eugene,OR,669,727,780,893,917,"Eugene, OR"
METRO21660M21660,Springfield,OR,669,727,780,893,917,"Springfield, OR"
METRO10540M10540,Albany,OR,661,689,761,832,860,"Albany, OR"
METRO41420M41420,Salem,OR,612,668,736,761,836,"Salem, OR"
METRO38900M38900,Portland,OR,1053,1132,1234,1289,1331,"Portland, OR"
METRO38900M38900,Vancouver,OR,1053,1132,1234,1289,1331,"Vancouver, OR"
METRO38900M38900,Hillsboro,OR,1053,1132,1234,1289,1331,"Hillsboro, OR"
METRO23900M23900,Gettysburg,PA,680,746,771,739,802,"Gettysburg, PA"
METRO38300N42005,Armstrong County,PA,527,562,596,608,619,"Armstrong County, PA"
METRO39740M39740,Reading,PA,722,693,792,713,741,"Reading, PA"
METRO11020M11020,Altoona,PA,589,623,638,616,647,"Altoona, PA"
METRO27780M27780,Johnstown,PA,559,571,573,573,572,"Johnstown, PA"
METRO44300M44300,State College,PA,777,839,887,837,885,"State College, PA"
METRO14100N42037,Columbia County,PA,671,638,663,660,704,"Columbia County, PA"
METRO21500M21500,Erie,PA,594,593,631,600,653,"Erie, PA"
METRO16540M16540,Chambersburg,PA,638,677,700,660,681,"Chambersburg, PA"
METRO16540M16540,Waynesboro,PA,638,677,700,660,681,"Waynesboro, PA"
METRO29540M29540,Lancaster,PA,749,788,869,812,809,"Lancaster, PA"
METRO30140M30140,Lebanon,PA,613,677,702,667,716,"Lebanon, PA"
METRO48700M48700,Williamsport,PA,683,667,694,658,688,"Williamsport, PA"
METRO49660MM7610,Sharon,PA,546,552,548,555,556,"Sharon, PA"
METRO20700M20700,East Stroudsburg,PA,943,849,871,829,851,"East Stroudsburg, PA"
METRO14100N42093,Montour County,PA,747,683,694,666,690,"Montour County, PA"
METRO10900M10900,Allentown,PA,815,824,887,804,891,"Allentown, PA"
METRO10900M10900,Bethlehem,PA,815,824,887,804,891,"Bethlehem, PA"
METRO10900M10900,Easton,PA,815,824,887,804,891,"Easton, PA"
METRO25420M25420,Harrisburg,PA,737,837,813,760,773,"Harrisburg, PA"
METRO25420M25420,Carlisle,PA,737,837,813,760,773,"Carlisle, PA"
METRO37980M37980,Philadelphia,PA,1003,1047,992,1013,1040,"Philadelphia, PA"
METRO37980M37980,Camden,PA,1003,1047,992,1013,1040,"Camden, PA"
METRO37980M37980,Wilmington,PA,1003,1047,992,1013,1040,"Wilmington, PA"
METRO35620MM5660,Pike County,PA,861,926,912,989,1041,"Pike County, PA"
METRO38300M38300,Pittsburgh,PA,657,710,725,727,772,"Pittsburgh, PA"
METRO42540M42540,Scranton,PA,657,682,636,657,685,"Scranton, PA"
METRO42540M42540,,PA,657,682,636,657,685,", PA"
METRO42540M42540,Wilkes,PA,657,682,636,657,685,"Wilkes, PA"
METRO42540M42540,Barre,PA,657,682,636,657,685,"Barre, PA"
METRO49620M49620,York,PA,686,728,722,739,736,"York, PA"
METRO49620M49620,Hanover,PA,686,728,722,739,736,"Hanover, PA"
METRO39300N44005,Newport,RI,968,1021,1076,1091,1157,"Newport, RI"
METRO39300N44005,Middleton,RI,968,1021,1076,1091,1157,"Middleton, RI"
METRO39300N44005,Portsmouth,RI,968,1021,1076,1091,1157,"Portsmouth, RI"
METRO39300M39300,Providence,RI,827,849,889,898,955,"Providence, RI"
METRO39300M39300,Fall River,RI,827,849,889,898,955,"Fall River, RI"
METRO39300MM5520,Westerly,RI,845,873,889,876,933,"Westerly, RI"
METRO39300MM5520,Hopkinton,RI,845,873,889,876,933,"Hopkinton, RI"
METRO39300MM5520,New Shoreham,RI,845,873,889,876,933,"New Shoreham, RI"
METRO24860M11340,Anderson,SC,543,595,614,618,680,"Anderson, SC"
METRO25940N45013,Beaufort County,SC,939,920,998,899,1056,"Beaufort County, SC"
METRO16740N45023,Chester County,SC,515,515,529,525,556,"Chester County, SC"
METRO22500N45031,Darlington County,SC,584,587,586,595,596,"Darlington County, SC"
METRO16700M16700,Charleston,SC,818,884,967,1035,1059,"Charleston, SC"
METRO16700M16700,North Charleston,SC,818,884,967,1035,1059,"North Charleston, SC"
METRO12260M12260,Augusta,SC,618,636,697,722,708,"Augusta, SC"
METRO12260M12260,Richmond County,SC,618,636,697,722,708,"Richmond County, SC"
METRO22500M22500,Florence,SC,547,569,605,611,620,"Florence, SC"
METRO34820M34820,Myrtle Beach,SC,754,800,797,847,763,"Myrtle Beach, SC"
METRO34820M34820,North Myrtle Beach,SC,754,800,797,847,763,"North Myrtle Beach, SC"
METRO34820M34820,Conway,SC,754,800,797,847,763,"Conway, SC"
METRO25940N45053,Jasper County,SC,757,740,801,729,813,"Jasper County, SC"
METRO17900N45055,Kershaw County,SC,580,615,650,632,630,"Kershaw County, SC"
METRO16740N45057,Lancaster County,SC,772,695,626,607,628,"Lancaster County, SC"
METRO24860N45059,Laurens County,SC,507,536,559,570,610,"Laurens County, SC"
METRO24860M24860,Greenville,SC,656,709,755,740,826,"Greenville, SC"
METRO24860M24860,Mauldin,SC,656,709,755,740,826,"Mauldin, SC"
METRO24860M24860,Easley,SC,656,709,755,740,826,"Easley, SC"
METRO17900M17900,Columbia,SC,759,776,838,818,845,"Columbia, SC"
METRO43900M43900,Spartanburg,SC,575,605,632,679,735,"Spartanburg, SC"
METRO44940M44940,Sumter,SC,590,608,622,641,667,"Sumter, SC"
METRO43900N45087,Union County,SC,507,502,520,524,535,"Union County, SC"
METRO16740M16740,Charlotte,SC,784,838,897,934,1010,"Charlotte, SC"
METRO16740M16740,Concord,SC,784,838,897,934,1010,"Concord, SC"
METRO16740M16740,Gastonia,SC,784,838,897,934,1010,"Gastonia, SC"
METRO39660N46033,Custer County,SD,588,635,670,682,706,"Custer County, SD"
METRO39660N46093,Meade County,SD,575,600,587,591,651,"Meade County, SD"
METRO39660M39660,Rapid City,SD,619,676,671,639,664,"Rapid City, SD"
METRO43620M43620,Sioux Falls,SD,655,639,715,685,714,"Sioux Falls, SD"
METRO43580M43580,Sioux City,SD,567,606,620,610,631,"Sioux City, SD"
METRO28940N47013,Campbell County,TN,457,461,468,514,509,"Campbell County, TN"
METRO27180N47033,Crockett County,TN,475,504,509,503,511,"Crockett County, TN"
METRO28940M34100,Grainger County,TN,460,503,554,621,575,"Grainger County, TN"
METRO34980N47081,Hickman County,TN,584,603,701,691,685,"Hickman County, TN"
METRO34100M34100,Morristown,TN,502,511,544,560,571,"Morristown, TN"
METRO34980N47111,Macon County,TN,461,480,548,560,555,"Macon County, TN"
METRO27180M27180,Jackson,TN,566,603,634,648,661,"Jackson, TN"
METRO34980N47119,Maury County,TN,642,649,726,739,735,"Maury County, TN"
METRO17300M17300,Clarksville,TN,596,660,689,691,689,"Clarksville, TN"
METRO28940N47129,Morgan County,TN,476,493,507,545,520,"Morgan County, TN"
METRO17420M17420,Cleveland,TN,561,571,604,613,617,"Cleveland, TN"
METRO28940N47145,Roane County,TN,542,566,581,623,597,"Roane County, TN"
METRO16860M16860,Chattanooga,TN,661,656,694,686,694,"Chattanooga, TN"
METRO34980N47159,Smith County,TN,471,492,529,528,546,"Smith County, TN"
METRO28700M28700,Kingsport,TN,479,514,529,542,533,"Kingsport, TN"
METRO28700M28700,Bristol,TN,479,514,529,542,533,"Bristol, TN"
METRO32820M32820,Memphis,TN,707,705,742,755,784,"Memphis, TN"
METRO28940M28940,Knoxville,TN,669,694,698,742,729,"Knoxville, TN"
METRO27740M27740,Johnson City,TN,527,530,552,564,621,"Johnson City, TN"
METRO34980M34980,Nashville,TN,780,816,911,957,1031,"Nashville, TN"
METRO34980M34980,Davidson,TN,780,816,911,957,1031,"Davidson, TN"
METRO34980M34980,Murfreesboro,TN,780,816,911,957,1031,"Murfreesboro, TN"
METRO34980M34980,,TN,780,816,911,957,1031,", TN"
METRO34980M34980,Franklin,TN,780,816,911,957,1031,"Franklin, TN"
METRO18580N48007,Aransas County,TX,722,745,816,735,779,"Aransas County, TX"
METRO41700N48013,Atascosa County,TX,594,614,645,683,773,"Atascosa County, TX"
METRO26420N48015,Austin County,TX,663,758,792,793,810,"Austin County, TX"
METRO45500M45500,Texarkana,TX,573,627,625,624,658,"Texarkana, TX"
METRO26420MM1145,Brazoria County,TX,824,953,935,925,999,"Brazoria County, TX"
METRO15180M15180,Brownsville,TX,536,545,563,596,590,"Brownsville, TX"
METRO15180M15180,Harlingen,TX,536,545,563,596,590,"Harlingen, TX"
METRO28660M28660,Killeen,TX,594,580,593,611,639,"Killeen, TX"
METRO28660M28660,Temple,TX,594,580,593,611,639,"Temple, TX"
METRO36220M36220,Odessa,TX,1066,959,899,901,924,"Odessa, TX"
METRO21340M21340,El Paso,TX,685,690,678,677,687,"El Paso, TX"
METRO47380N48145,Falls County,TX,512,524,529,542,595,"Falls County, TX"
METRO43300M43300,Sherman,TX,625,685,708,740,792,"Sherman, TX"
METRO43300M43300,Denison,TX,625,685,708,740,792,"Denison, TX"
METRO32580M32580,McAllen,TX,566,584,586,577,574,"McAllen, TX"
METRO32580M32580,Edinburg,TX,566,584,586,577,574,"Edinburg, TX"
METRO32580M32580,Mission,TX,566,584,586,577,574,"Mission, TX"
METRO19100N48221,Hood County,TX,663,758,814,904,927,"Hood County, TX"
METRO21340N48229,Hudspeth County,TX,734,681,700,642,605,"Hudspeth County, TX"
METRO41700N48259,Kendall County,TX,906,913,984,991,1061,"Kendall County, TX"
METRO28660N48281,Lampasas County,TX,543,524,551,580,604,"Lampasas County, TX"
METRO31180M31180,Lubbock,TX,636,689,726,708,733,"Lubbock, TX"
METRO31180N48305,Lynn County,TX,572,607,625,627,602,"Lynn County, TX"
METRO47380M47380,Waco,TX,617,639,628,692,721,"Waco, TX"
METRO33260N48317,Martin County,TX,601,558,560,572,595,"Martin County, TX"
METRO41700N48325,Medina County,TX,531,561,609,618,657,"Medina County, TX"
METRO33260M33260,Midland,TX,1206,1085,1067,1080,1128,"Midland, TX"
METRO13140N48351,Newton County,TX,560,571,568,575,592,"Newton County, TX"
METRO11100N48359,Oldham County,TX,717,662,736,764,798,"Oldham County, TX"
METRO13140M13140,Beaumont,TX,685,699,745,688,708,"Beaumont, TX"
METRO13140M13140,Port Arthur,TX,685,699,745,688,708,"Port Arthur, TX"
METRO11100M11100,Amarillo,TX,632,616,654,675,705,"Amarillo, TX"
METRO17780M17780,College Station,TX,699,756,767,791,774,"College Station, TX"
METRO17780M17780,Bryan,TX,699,756,767,791,774,"Bryan, TX"
METRO19100M19100,Dallas,TX,837,878,989,1093,1134,"Dallas, TX"
METRO30980N48401,Rusk County,TX,546,568,599,621,575,"Rusk County, TX"
METRO18580M18580,Corpus Christi,TX,790,789,876,789,864,"Corpus Christi, TX"
METRO46340M46340,Tyler,TX,696,728,747,765,899,"Tyler, TX"
METRO19100N48425,Somervell County,TX,551,567,668,731,738,"Somervell County, TX"
METRO19100MM2800,Fort Worth,TX,770,838,853,945,1021,"Fort Worth, TX"
METRO19100MM2800,Arlington,TX,770,838,853,945,1021,"Arlington, TX"
METRO10180M10180,Abilene,TX,617,605,621,655,733,"Abilene, TX"
METRO41660M41660,San Angelo,TX,758,695,732,740,762,"San Angelo, TX"
METRO30980M30980,Longview,TX,720,747,766,781,721,"Longview, TX"
METRO47020M47020,Victoria,TX,742,744,784,815,837,"Victoria, TX"
METRO26420M26420,Houston,TX,797,871,907,908,983,"Houston, TX"
METRO26420M26420,The Woodlands,TX,797,871,907,908,983,"The Woodlands, TX"
METRO26420M26420,Sugar Land,TX,797,871,907,908,983,"Sugar Land, TX"
METRO29700M29700,Laredo,TX,639,622,676,687,735,"Laredo, TX"
METRO48660M48660,Wichita Falls,TX,601,625,599,605,656,"Wichita Falls, TX"
METRO12420M12420,Austin,TX,968,1023,1086,1134,1212,"Austin, TX"
METRO12420M12420,Round Rock,TX,968,1023,1086,1134,1212,"Round Rock, TX"
METRO41700M41700,San Antonio,TX,768,801,844,851,912,"San Antonio, TX"
METRO41700M41700,New Braunfels,TX,768,801,844,851,912,"New Braunfels, TX"
METRO19100N48497,Wise County,TX,685,728,857,929,954,"Wise County, TX"
METRO36260N49003,Box Elder County,UT,522,524,544,604,599,"Box Elder County, UT"
METRO30860M30860,Logan,UT,555,573,564,567,618,"Logan, UT"
METRO41620M41620,Salt Lake City,UT,795,834,870,964,1001,"Salt Lake City, UT"
METRO41620N49045,Tooele County,UT,694,732,751,792,769,"Tooele County, UT"
METRO39340M39340,Provo,UT,697,720,751,814,827,"Provo, UT"
METRO39340M39340,Orem,UT,697,720,751,814,827,"Orem, UT"
METRO41100M41100,St. George,UT,662,683,717,757,781,"St. George, UT"
METRO36260M36260,Ogden,UT,671,690,713,802,812,"Ogden, UT"
METRO36260M36260,Clearfield,UT,671,690,713,802,812,"Clearfield, UT"
METRO15540M15540,Burlington,VT,1080,1121,1202,1223,1265,"Burlington, VT"
METRO15540M15540,South Burlington,VT,1080,1121,1202,1223,1265,"South Burlington, VT"
METRO16820N51029,Buckingham County,VA,595,639,698,658,652,"Buckingham County, VA"
METRO47900N51047,Culpeper County,VA,864,872,789,768,794,"Culpeper County, VA"
METRO13980N51063,Floyd County,VA,549,596,611,627,615,"Floyd County, VA"
METRO40220N51067,Franklin County,VA,558,547,529,544,618,"Franklin County, VA"
METRO13980N51071,Giles County,VA,522,534,529,592,655,"Giles County, VA"
METRO13980N51155,Pulaski County,VA,552,596,611,628,631,"Pulaski County, VA"
METRO47900N51157,Rappahannock County,VA,870,857,836,959,942,"Rappahannock County, VA"
METRO47900MM8820,Warren County,VA,743,770,756,772,777,"Warren County, VA"
METRO28700M28700,Kingsport,VA,479,514,529,542,533,"Kingsport, VA"
METRO28700M28700,Bristol,VA,479,514,529,542,533,"Bristol, VA"
METRO16820M16820,Charlottesville,VA,976,1027,1146,1082,1077,"Charlottesville, VA"
METRO25500M25500,Harrisonburg,VA,630,656,678,685,703,"Harrisonburg, VA"
METRO31340M31340,Lynchburg,VA,634,636,637,676,660,"Lynchburg, VA"
METRO47900M47900,Washington,VA,1513,1561,1454,1500,1548,"Washington, VA"
METRO47900M47900,Arlington,VA,1513,1561,1454,1500,1548,"Arlington, VA"
METRO47900M47900,Alexandria,VA,1513,1561,1454,1500,1548,"Alexandria, VA"
METRO13980M13980,Blacksburg,VA,763,772,759,872,858,"Blacksburg, VA"
METRO13980M13980,Christiansburg,VA,763,772,759,872,858,"Christiansburg, VA"
METRO13980M13980,Radford,VA,763,772,759,872,858,"Radford, VA"
METRO40060M40060,Richmond,VA,871,907,932,932,1020,"Richmond, VA"
METRO40220M40220,Roanoke,VA,692,667,646,668,743,"Roanoke, VA"
METRO44420M44420,Staunton,VA,640,660,661,683,695,"Staunton, VA"
METRO44420M44420,Waynesboro,VA,640,660,661,683,695,"Waynesboro, VA"
METRO47260M47260,Virginia Beach,VA,939,912,925,958,972,"Virginia Beach, VA"
METRO47260M47260,Norfolk,VA,939,912,925,958,972,"Norfolk, VA"
METRO47260M47260,Newport News,VA,939,912,925,958,972,"Newport News, VA"
METRO49020M49020,Winchester,VA,780,704,724,783,819,"Winchester, VA"
METRO30300M30300,Lewiston,WA,538,584,611,659,672,"Lewiston, WA"
METRO47460N53013,Columbia County,WA,545,626,701,760,788,"Columbia County, WA"
METRO31020M31020,Longview,WA,605,682,715,749,774,"Longview, WA"
METRO48300M48300,Wenatchee,WA,608,695,742,800,866,"Wenatchee, WA"
METRO28420M28420,Kennewick,WA,687,708,778,883,824,"Kennewick, WA"
METRO28420M28420,Richland,WA,687,708,778,883,824,"Richland, WA"
METRO14740M14740,Bremerton,WA,803,882,929,1003,1141,"Bremerton, WA"
METRO14740M14740,Silverdale,WA,803,882,929,1003,1141,"Silverdale, WA"
METRO44060N53051,Pend Oreille County,WA,551,560,578,632,730,"Pend Oreille County, WA"
METRO42660MM8200,Tacoma,WA,885,881,966,1075,1126,"Tacoma, WA"
METRO34580M34580,Mount Vernon,WA,728,748,778,951,974,"Mount Vernon, WA"
METRO34580M34580,Anacortes,WA,728,748,778,951,974,"Anacortes, WA"
METRO38900M38900,Portland,WA,1053,1132,1234,1289,1331,"Portland, WA"
METRO38900M38900,Vancouver,WA,1053,1132,1234,1289,1331,"Vancouver, WA"
METRO38900M38900,Hillsboro,WA,1053,1132,1234,1289,1331,"Hillsboro, WA"
METRO42660MM7600,Seattle,WA,1249,1529,1557,1741,1599,"Seattle, WA"
METRO42660MM7600,Bellevue,WA,1249,1529,1557,1741,1599,"Bellevue, WA"
METRO44060M44060,Spokane,WA,654,652,669,696,774,"Spokane, WA"
METRO44060N53065,Stevens County,WA,557,583,570,568,637,"Stevens County, WA"
METRO36500M36500,Olympia,WA,866,904,938,960,1026,"Olympia, WA"
METRO36500M36500,Tumwater,WA,866,904,938,960,1026,"Tumwater, WA"
METRO47460N53071,Walla Walla County,WA,576,665,735,792,837,"Walla Walla County, WA"
METRO13380M13380,Bellingham,WA,747,790,811,905,972,"Bellingham, WA"
METRO49420M49420,Yakima,WA,628,673,637,769,792,"Yakima, WA"
METRO25180MM0877,Martinsburg,WV,779,752,834,751,723,"Martinsburg, WV"
METRO16620N54005,Boone County,WV,512,484,504,572,593,"Boone County, WV"
METRO13220N54019,Fayette County,WV,514,495,506,580,566,"Fayette County, WV"
METRO49020M49020,Winchester,WV,780,704,724,783,819,"Winchester, WV"
METRO48260M48260,Weirton,WV,581,558,555,550,576,"Weirton, WV"
METRO48260M48260,Steubenville,WV,581,558,555,550,576,"Steubenville, WV"
METRO47900MM3630,Jefferson County,WV,732,733,774,776,794,"Jefferson County, WV"
METRO16620M16620,Charleston,WV,614,650,671,684,664,"Charleston, WV"
METRO26580M54043,Lincoln County,WV,516,519,513,572,571,"Lincoln County, WV"
METRO19060M19060,Cumberland,WV,592,606,593,587,587,"Cumberland, WV"
METRO48540M48540,Wheeling,WV,627,569,552,570,570,"Wheeling, WV"
METRO34060M34060,Morgantown,WV,719,717,678,748,715,"Morgantown, WV"
METRO26580M54079,Putnam County,WV,665,609,644,697,694,"Putnam County, WV"
METRO13220N54081,Raleigh County,WV,606,641,650,662,611,"Raleigh County, WV"
METRO26580M26580,Huntington,WV,569,575,609,669,652,"Huntington, WV"
METRO26580M26580,Ashland,WV,569,575,609,669,652,"Ashland, WV"
METRO37620M37620,Parkersburg,WV,614,582,605,636,622,"Parkersburg, WV"
METRO37620M37620,Vienna,WV,614,582,605,636,622,"Vienna, WV"
METRO31540N55021,Columbia County,WI,594,648,657,695,697,"Columbia County, WI"
METRO31540M31540,Madison,WI,813,924,931,1015,1039,"Madison, WI"
METRO20260M20260,Duluth,WI,603,662,670,622,671,"Duluth, WI"
METRO20740M20740,Eau Claire,WI,590,581,612,599,659,"Eau Claire, WI"
METRO22540M22540,Fond du Lac,WI,575,588,605,605,619,"Fond du Lac, WI"
METRO31540N55045,Green County,WI,527,585,590,625,652,"Green County, WI"
METRO31540N55049,Iowa County,WI,555,595,598,655,665,"Iowa County, WI"
METRO16980MM3800,Kenosha County,WI,670,676,689,790,798,"Kenosha County, WI"
METRO24580M24580,Green Bay,WI,557,591,650,624,680,"Green Bay, WI"
METRO29100M29100,La Crosse,WI,612,596,624,629,673,"La Crosse, WI"
METRO29100M29100,Onalaska,WI,612,596,624,629,673,"Onalaska, WI"
METRO48140M48140,Wausau,WI,562,603,605,600,618,"Wausau, WI"
METRO24580N55083,Oconto County,WI,581,568,572,567,587,"Oconto County, WI"
METRO11540M11540,Appleton,WI,575,641,598,624,619,"Appleton, WI"
METRO39540M39540,Racine,WI,584,623,655,663,688,"Racine, WI"
METRO27500M27500,Janesville,WI,592,615,612,634,656,"Janesville, WI"
METRO27500M27500,Beloit,WI,592,615,612,634,656,"Beloit, WI"
METRO33460M33460,Minneapolis,WI,862,864,915,971,1054,"Minneapolis, WI"
METRO33460M33460,St. Paul,WI,862,864,915,971,1054,"St. Paul, WI"
METRO33460M33460,Bloomington,WI,862,864,915,971,1054,"Bloomington, WI"
METRO43100M43100,Sheboygan,WI,554,586,595,608,644,"Sheboygan, WI"
METRO33340M33340,Milwaukee,WI,748,742,753,761,803,"Milwaukee, WI"
METRO33340M33340,Waukesha,WI,748,742,753,761,803,"Waukesha, WI"
METRO33340M33340,West Allis,WI,748,742,753,761,803,"West Allis, WI"
METRO36780M36780,Oshkosh,WI,592,603,606,616,591,"Oshkosh, WI"
METRO36780M36780,Neenah,WI,592,603,606,616,591,"Neenah, WI"
METRO16940M16940,Cheyenne,WY,636,664,646,721,696,"Cheyenne, WY"
METRO16220M16220,Casper,WY,746,718,702,780,737,"Casper, WY"
METRO11640MM0470,Arecibo,PR,325,321,361,382,393,"Arecibo, PR"
METRO41980M21940,Fajardo,PR,367,377,394,421,434,"Fajardo, PR"
METRO32420M32420,Mayagez,PR,487,438,404,415,429,"Mayagez, PR"
METRO41980N72923,Barranquitas,PR,362,326,363,359,369,"Barranquitas, PR"
METRO41980N72923,Aibonito,PR,362,326,363,359,369,"Aibonito, PR"
METRO25020M25020,Guayama,PR,374,351,369,370,369,"Guayama, PR"
METRO11640N72923,Quebradillas Municipio,PR,374,340,359,370,402,"Quebradillas Municipio, PR"
METRO41900M41900,San German,PR,374,346,366,366,373,"San German, PR"
METRO41980MM1310,Caguas,PR,389,407,427,426,433,"Caguas, PR"
METRO10380M10380,Aguadilla,PR,374,352,373,372,393,"Aguadilla, PR"
METRO10380M10380,Isabela,PR,374,352,373,372,393,"Isabela, PR"
METRO10380N72141,Utuado Municipio,PR,325,312,373,374,373,"Utuado Municipio, PR"
METRO38660M38660,Ponce,PR,395,381,408,388,393,"Ponce, PR"
METRO41980MM7440,San Juan,PR,459,439,459,451,477,"San Juan, PR"
METRO41980MM7440,Guaynabo,PR,459,439,459,451,477,"Guaynabo, PR"
METRO38660M49500,Yauco,PR,374,337,363,359,369,"Yauco, PR"
